account_id,district_id,frequency
950,49,MONTHLY ISSUANCE
3361,45,MONTHLY ISSUANCE
3837,48,ISSUANCE AFTER TRANSACTION
33,22,MONTHLY ISSUANCE
2894,17,MONTHLY ISSUANCE
2510,61,MONTHLY ISSUANCE
389,30,MONTHLY ISSUANCE
6051,56,MONTHLY ISSUANCE
730,4,MONTHLY ISSUANCE
1694,6,WEEKLY ISSUANCE
721,76,MONTHLY ISSUANCE
1106,20,WEEKLY ISSUANCE
3319,56,MONTHLY ISSUANCE
10451,1,MONTHLY ISSUANCE
172,13,MONTHLY ISSUANCE
3920,74,MONTHLY ISSUANCE
3011,64,MONTHLY ISSUANCE
1337,23,MONTHLY ISSUANCE
2592,69,MONTHLY ISSUANCE
146,4,MONTHLY ISSUANCE
2576,1,MONTHLY ISSUANCE
3195,40,MONTHLY ISSUANCE
8073,24,ISSUANCE AFTER TRANSACTION
4463,67,MONTHLY ISSUANCE
2082,36,MONTHLY ISSUANCE
2020,13,MONTHLY ISSUANCE
160,23,MONTHLY ISSUANCE
7607,1,MONTHLY ISSUANCE
117,31,MONTHLY ISSUANCE
3509,2,MONTHLY ISSUANCE
151,76,MONTHLY ISSUANCE
1719,1,MONTHLY ISSUANCE
3456,32,MONTHLY ISSUANCE
2951,44,MONTHLY ISSUANCE
7190,49,MONTHLY ISSUANCE
1827,10,MONTHLY ISSUANCE
1689,55,MONTHLY ISSUANCE
1197,68,MONTHLY ISSUANCE
5952,50,MONTHLY ISSUANCE
6930,41,MONTHLY ISSUANCE
1107,42,MONTHLY ISSUANCE
8475,4,MONTHLY ISSUANCE
3575,7,MONTHLY ISSUANCE
2691,69,MONTHLY ISSUANCE
3323,13,MONTHLY ISSUANCE
2428,72,MONTHLY ISSUANCE
2649,2,MONTHLY ISSUANCE
2907,70,MONTHLY ISSUANCE
1091,16,MONTHLY ISSUANCE
1487,66,MONTHLY ISSUANCE
3157,77,MONTHLY ISSUANCE
4414,24,MONTHLY ISSUANCE
2302,24,MONTHLY ISSUANCE
1410,74,MONTHLY ISSUANCE
1146,67,MONTHLY ISSUANCE
8564,68,MONTHLY ISSUANCE
750,73,MONTHLY ISSUANCE
2150,37,MONTHLY ISSUANCE
10940,50,MONTHLY ISSUANCE
9337,30,MONTHLY ISSUANCE
861,22,MONTHLY ISSUANCE
10440,72,MONTHLY ISSUANCE
10036,1,MONTHLY ISSUANCE
1234,6,MONTHLY ISSUANCE
7774,74,ISSUANCE AFTER TRANSACTION
1547,72,MONTHLY ISSUANCE
1079,74,MONTHLY ISSUANCE
3863,15,MONTHLY ISSUANCE
3480,58,MONTHLY ISSUANCE
2671,1,MONTHLY ISSUANCE
1705,70,MONTHLY ISSUANCE
3028,27,MONTHLY ISSUANCE
3310,25,MONTHLY ISSUANCE
6715,48,WEEKLY ISSUANCE
3255,1,MONTHLY ISSUANCE
3751,9,MONTHLY ISSUANCE
2987,18,MONTHLY ISSUANCE
857,77,MONTHLY ISSUANCE
3042,10,MONTHLY ISSUANCE
2695,16,MONTHLY ISSUANCE
2849,1,MONTHLY ISSUANCE
2802,1,MONTHLY ISSUANCE
34,67,WEEKLY ISSUANCE
7133,1,MONTHLY ISSUANCE
699,1,MONTHLY ISSUANCE
2282,29,WEEKLY ISSUANCE
8489,19,MONTHLY ISSUANCE
837,46,MONTHLY ISSUANCE
8759,1,MONTHLY ISSUANCE
1602,33,MONTHLY ISSUANCE
2958,48,MONTHLY ISSUANCE
3408,62,MONTHLY ISSUANCE
153,77,MONTHLY ISSUANCE
3268,21,MONTHLY ISSUANCE
854,62,MONTHLY ISSUANCE
1831,1,MONTHLY ISSUANCE
39,36,MONTHLY ISSUANCE
1811,40,MONTHLY ISSUANCE
3822,8,MONTHLY ISSUANCE
1404,7,WEEKLY ISSUANCE
517,76,MONTHLY ISSUANCE
1440,55,MONTHLY ISSUANCE
3505,46,MONTHLY ISSUANCE
1804,20,WEEKLY ISSUANCE
2617,1,MONTHLY ISSUANCE
467,74,MONTHLY ISSUANCE
4437,40,MONTHLY ISSUANCE
1453,61,WEEKLY ISSUANCE
3977,7,MONTHLY ISSUANCE
8982,64,MONTHLY ISSUANCE
27,73,MONTHLY ISSUANCE
4511,33,MONTHLY ISSUANCE
1052,61,MONTHLY ISSUANCE
10227,62,ISSUANCE AFTER TRANSACTION
3171,61,MONTHLY ISSUANCE
228,5,MONTHLY ISSUANCE
3618,29,MONTHLY ISSUANCE
1016,40,MONTHLY ISSUANCE
15,70,MONTHLY ISSUANCE
3237,20,MONTHLY ISSUANCE
1485,36,MONTHLY ISSUANCE
7769,23,MONTHLY ISSUANCE
2613,26,MONTHLY ISSUANCE
2201,8,MONTHLY ISSUANCE
1896,74,MONTHLY ISSUANCE
5387,1,MONTHLY ISSUANCE
3535,1,MONTHLY ISSUANCE
1120,1,MONTHLY ISSUANCE
235,41,MONTHLY ISSUANCE
3701,76,MONTHLY ISSUANCE
1516,67,MONTHLY ISSUANCE
4543,33,MONTHLY ISSUANCE
2427,70,WEEKLY ISSUANCE
1981,64,MONTHLY ISSUANCE
8566,74,MONTHLY ISSUANCE
678,17,MONTHLY ISSUANCE
4659,56,MONTHLY ISSUANCE
4059,34,MONTHLY ISSUANCE
4013,73,ISSUANCE AFTER TRANSACTION
7011,75,MONTHLY ISSUANCE
2132,76,MONTHLY ISSUANCE
1816,44,MONTHLY ISSUANCE
2623,58,MONTHLY ISSUANCE
2793,47,MONTHLY ISSUANCE
2479,18,MONTHLY ISSUANCE
11135,75,MONTHLY ISSUANCE
8041,1,MONTHLY ISSUANCE
492,5,MONTHLY ISSUANCE
799,56,MONTHLY ISSUANCE
3972,51,MONTHLY ISSUANCE
1468,54,MONTHLY ISSUANCE
624,70,MONTHLY ISSUANCE
3483,40,MONTHLY ISSUANCE
4260,56,MONTHLY ISSUANCE
616,43,MONTHLY ISSUANCE
931,59,MONTHLY ISSUANCE
102,11,MONTHLY ISSUANCE
540,75,MONTHLY ISSUANCE
2660,1,WEEKLY ISSUANCE
4287,1,MONTHLY ISSUANCE
3551,6,MONTHLY ISSUANCE
2072,41,MONTHLY ISSUANCE
4119,77,MONTHLY ISSUANCE
1345,28,MONTHLY ISSUANCE
1565,36,MONTHLY ISSUANCE
2824,11,MONTHLY ISSUANCE
2052,61,MONTHLY ISSUANCE
1767,21,MONTHLY ISSUANCE
2140,75,MONTHLY ISSUANCE
1051,35,MONTHLY ISSUANCE
3927,56,MONTHLY ISSUANCE
2050,1,MONTHLY ISSUANCE
2276,31,MONTHLY ISSUANCE
126,5,MONTHLY ISSUANCE
2859,11,MONTHLY ISSUANCE
2667,23,MONTHLY ISSUANCE
1789,46,MONTHLY ISSUANCE
838,47,MONTHLY ISSUANCE
3264,70,MONTHLY ISSUANCE
198,70,MONTHLY ISSUANCE
2345,5,MONTHLY ISSUANCE
5256,72,ISSUANCE AFTER TRANSACTION
40,64,MONTHLY ISSUANCE
419,13,MONTHLY ISSUANCE
3892,43,MONTHLY ISSUANCE
1217,69,MONTHLY ISSUANCE
397,11,MONTHLY ISSUANCE
3146,68,MONTHLY ISSUANCE
287,16,MONTHLY ISSUANCE
2180,45,MONTHLY ISSUANCE
354,59,MONTHLY ISSUANCE
259,2,MONTHLY ISSUANCE
1666,67,MONTHLY ISSUANCE
1495,36,MONTHLY ISSUANCE
2582,28,MONTHLY ISSUANCE
4470,16,MONTHLY ISSUANCE
1381,57,MONTHLY ISSUANCE
2435,38,MONTHLY ISSUANCE
542,1,MONTHLY ISSUANCE
1123,13,MONTHLY ISSUANCE
3225,1,MONTHLY ISSUANCE
1133,1,MONTHLY ISSUANCE
3086,1,MONTHLY ISSUANCE
2250,35,MONTHLY ISSUANCE
340,1,MONTHLY ISSUANCE
4079,52,MONTHLY ISSUANCE
841,1,MONTHLY ISSUANCE
2269,6,MONTHLY ISSUANCE
2867,30,MONTHLY ISSUANCE
3371,68,MONTHLY ISSUANCE
520,60,MONTHLY ISSUANCE
743,10,MONTHLY ISSUANCE
3640,10,MONTHLY ISSUANCE
3354,63,MONTHLY ISSUANCE
107,64,MONTHLY ISSUANCE
243,55,WEEKLY ISSUANCE
3687,71,MONTHLY ISSUANCE
1984,73,MONTHLY ISSUANCE
4173,1,MONTHLY ISSUANCE
2700,74,MONTHLY ISSUANCE
2318,73,MONTHLY ISSUANCE
7965,55,MONTHLY ISSUANCE
3352,42,MONTHLY ISSUANCE
4255,70,WEEKLY ISSUANCE
73,72,MONTHLY ISSUANCE
3948,1,MONTHLY ISSUANCE
648,13,MONTHLY ISSUANCE
3688,70,MONTHLY ISSUANCE
462,29,MONTHLY ISSUANCE
3243,1,MONTHLY ISSUANCE
8625,64,MONTHLY ISSUANCE
321,47,MONTHLY ISSUANCE
3548,23,MONTHLY ISSUANCE
5984,11,MONTHLY ISSUANCE
3091,3,MONTHLY ISSUANCE
626,72,MONTHLY ISSUANCE
998,47,MONTHLY ISSUANCE
3326,5,MONTHLY ISSUANCE
2457,76,MONTHLY ISSUANCE
2549,74,MONTHLY ISSUANCE
1947,35,MONTHLY ISSUANCE
2738,41,MONTHLY ISSUANCE
1809,1,WEEKLY ISSUANCE
519,24,MONTHLY ISSUANCE
2665,61,MONTHLY ISSUANCE
1114,6,WEEKLY ISSUANCE
8957,1,MONTHLY ISSUANCE
2271,68,MONTHLY ISSUANCE
196,4,MONTHLY ISSUANCE
3218,41,MONTHLY ISSUANCE
3660,74,MONTHLY ISSUANCE
787,10,MONTHLY ISSUANCE
3820,1,MONTHLY ISSUANCE
10906,76,MONTHLY ISSUANCE
914,73,MONTHLY ISSUANCE
9656,61,MONTHLY ISSUANCE
1941,60,MONTHLY ISSUANCE
3617,22,MONTHLY ISSUANCE
3370,49,MONTHLY ISSUANCE
1664,56,MONTHLY ISSUANCE
4337,29,MONTHLY ISSUANCE
2557,40,MONTHLY ISSUANCE
1527,31,ISSUANCE AFTER TRANSACTION
3938,57,MONTHLY ISSUANCE
1686,11,MONTHLY ISSUANCE
10670,60,MONTHLY ISSUANCE
3309,66,MONTHLY ISSUANCE
3107,5,MONTHLY ISSUANCE
8377,29,MONTHLY ISSUANCE
345,5,MONTHLY ISSUANCE
498,1,MONTHLY ISSUANCE
3571,39,MONTHLY ISSUANCE
5991,1,MONTHLY ISSUANCE
1128,74,MONTHLY ISSUANCE
10439,66,MONTHLY ISSUANCE
1302,55,MONTHLY ISSUANCE
10788,67,WEEKLY ISSUANCE
4343,31,MONTHLY ISSUANCE
2460,1,MONTHLY ISSUANCE
1931,20,MONTHLY ISSUANCE
2972,12,MONTHLY ISSUANCE
1286,66,ISSUANCE AFTER TRANSACTION
1235,76,MONTHLY ISSUANCE
4385,23,MONTHLY ISSUANCE
7449,1,MONTHLY ISSUANCE
545,54,MONTHLY ISSUANCE
245,65,MONTHLY ISSUANCE
688,74,MONTHLY ISSUANCE
173,66,MONTHLY ISSUANCE
10904,48,MONTHLY ISSUANCE
7844,1,MONTHLY ISSUANCE
6353,26,MONTHLY ISSUANCE
604,12,MONTHLY ISSUANCE
6806,1,MONTHLY ISSUANCE
5927,15,MONTHLY ISSUANCE
2419,24,MONTHLY ISSUANCE
1288,11,MONTHLY ISSUANCE
3003,18,MONTHLY ISSUANCE
10131,1,MONTHLY ISSUANCE
1952,70,MONTHLY ISSUANCE
651,72,MONTHLY ISSUANCE
2989,4,MONTHLY ISSUANCE
1499,47,MONTHLY ISSUANCE
426,1,MONTHLY ISSUANCE
3570,44,MONTHLY ISSUANCE
4237,18,MONTHLY ISSUANCE
2739,59,MONTHLY ISSUANCE
4526,63,MONTHLY ISSUANCE
1621,75,MONTHLY ISSUANCE
344,54,MONTHLY ISSUANCE
1359,8,MONTHLY ISSUANCE
290,56,MONTHLY ISSUANCE
66,48,ISSUANCE AFTER TRANSACTION
1314,48,MONTHLY ISSUANCE
3145,4,MONTHLY ISSUANCE
1204,29,MONTHLY ISSUANCE
437,43,MONTHLY ISSUANCE
2063,1,MONTHLY ISSUANCE
3087,15,MONTHLY ISSUANCE
2588,5,MONTHLY ISSUANCE
956,74,MONTHLY ISSUANCE
597,41,MONTHLY ISSUANCE
3129,5,MONTHLY ISSUANCE
884,2,MONTHLY ISSUANCE
4264,28,MONTHLY ISSUANCE
3223,1,MONTHLY ISSUANCE
737,34,MONTHLY ISSUANCE
2306,38,MONTHLY ISSUANCE
1673,53,MONTHLY ISSUANCE
10663,11,MONTHLY ISSUANCE
3345,22,MONTHLY ISSUANCE
1970,8,MONTHLY ISSUANCE
2504,16,MONTHLY ISSUANCE
358,12,MONTHLY ISSUANCE
2980,66,MONTHLY ISSUANCE
3918,53,MONTHLY ISSUANCE
1680,59,MONTHLY ISSUANCE
3039,1,MONTHLY ISSUANCE
3380,64,MONTHLY ISSUANCE
2128,22,MONTHLY ISSUANCE
903,47,MONTHLY ISSUANCE
1762,28,MONTHLY ISSUANCE
61,70,MONTHLY ISSUANCE
391,36,MONTHLY ISSUANCE
2305,1,MONTHLY ISSUANCE
1588,67,MONTHLY ISSUANCE
183,43,MONTHLY ISSUANCE
365,74,MONTHLY ISSUANCE
2476,32,MONTHLY ISSUANCE
347,65,MONTHLY ISSUANCE
1877,76,MONTHLY ISSUANCE
3196,1,MONTHLY ISSUANCE
2928,55,MONTHLY ISSUANCE
1225,4,MONTHLY ISSUANCE
3825,7,MONTHLY ISSUANCE
180,55,WEEKLY ISSUANCE
2813,24,MONTHLY ISSUANCE
1605,72,MONTHLY ISSUANCE
1792,7,MONTHLY ISSUANCE
1604,54,MONTHLY ISSUANCE
883,1,MONTHLY ISSUANCE
441,27,WEEKLY ISSUANCE
3429,73,MONTHLY ISSUANCE
4514,69,MONTHLY ISSUANCE
1088,32,MONTHLY ISSUANCE
3094,56,MONTHLY ISSUANCE
1768,15,MONTHLY ISSUANCE
2768,73,MONTHLY ISSUANCE
2257,57,MONTHLY ISSUANCE
1882,1,MONTHLY ISSUANCE
719,30,MONTHLY ISSUANCE
5092,74,MONTHLY ISSUANCE
3292,1,MONTHLY ISSUANCE
3604,75,MONTHLY ISSUANCE
2733,76,MONTHLY ISSUANCE
3669,76,MONTHLY ISSUANCE
1940,52,MONTHLY ISSUANCE
3056,55,MONTHLY ISSUANCE
1419,33,MONTHLY ISSUANCE
2971,76,WEEKLY ISSUANCE
1959,62,MONTHLY ISSUANCE
3164,33,MONTHLY ISSUANCE
3197,1,MONTHLY ISSUANCE
2770,42,MONTHLY ISSUANCE
7944,59,MONTHLY ISSUANCE
1080,55,MONTHLY ISSUANCE
6148,74,MONTHLY ISSUANCE
2010,1,MONTHLY ISSUANCE
3135,72,MONTHLY ISSUANCE
1098,47,MONTHLY ISSUANCE
100,41,MONTHLY ISSUANCE
2913,8,MONTHLY ISSUANCE
1153,35,MONTHLY ISSUANCE
1635,19,MONTHLY ISSUANCE
2842,14,MONTHLY ISSUANCE
3759,1,MONTHLY ISSUANCE
3594,29,MONTHLY ISSUANCE
2778,38,MONTHLY ISSUANCE
2161,15,WEEKLY ISSUANCE
2789,14,MONTHLY ISSUANCE
1552,18,MONTHLY ISSUANCE
628,72,MONTHLY ISSUANCE
1458,29,MONTHLY ISSUANCE
2673,34,MONTHLY ISSUANCE
1788,1,MONTHLY ISSUANCE
1193,29,MONTHLY ISSUANCE
969,19,MONTHLY ISSUANCE
1512,1,MONTHLY ISSUANCE
3997,62,MONTHLY ISSUANCE
2179,1,WEEKLY ISSUANCE
1164,35,MONTHLY ISSUANCE
4774,66,MONTHLY ISSUANCE
4413,74,WEEKLY ISSUANCE
1824,52,MONTHLY ISSUANCE
1231,7,MONTHLY ISSUANCE
2664,58,MONTHLY ISSUANCE
1627,1,MONTHLY ISSUANCE
9104,10,MONTHLY ISSUANCE
2326,70,MONTHLY ISSUANCE
4356,47,MONTHLY ISSUANCE
3667,55,MONTHLY ISSUANCE
742,77,MONTHLY ISSUANCE
2538,42,MONTHLY ISSUANCE
127,29,MONTHLY ISSUANCE
726,76,MONTHLY ISSUANCE
4907,42,MONTHLY ISSUANCE
2628,64,ISSUANCE AFTER TRANSACTION
3898,70,MONTHLY ISSUANCE
6472,61,MONTHLY ISSUANCE
1770,65,MONTHLY ISSUANCE
2472,60,MONTHLY ISSUANCE
1159,49,MONTHLY ISSUANCE
4418,66,MONTHLY ISSUANCE
1470,19,MONTHLY ISSUANCE
1813,47,MONTHLY ISSUANCE
4416,14,MONTHLY ISSUANCE
2315,75,MONTHLY ISSUANCE
3876,69,MONTHLY ISSUANCE
4329,1,MONTHLY ISSUANCE
3184,1,MONTHLY ISSUANCE
370,25,MONTHLY ISSUANCE
1317,56,MONTHLY ISSUANCE
2675,1,MONTHLY ISSUANCE
3840,76,MONTHLY ISSUANCE
4009,56,MONTHLY ISSUANCE
3886,1,MONTHLY ISSUANCE
3445,1,MONTHLY ISSUANCE
2482,1,MONTHLY ISSUANCE
2361,28,MONTHLY ISSUANCE
974,29,MONTHLY ISSUANCE
2959,8,MONTHLY ISSUANCE
1880,76,MONTHLY ISSUANCE
3355,70,MONTHLY ISSUANCE
2501,30,MONTHLY ISSUANCE
1073,73,MONTHLY ISSUANCE
8558,1,ISSUANCE AFTER TRANSACTION
3101,1,MONTHLY ISSUANCE
2568,17,MONTHLY ISSUANCE
1169,49,ISSUANCE AFTER TRANSACTION
3684,23,MONTHLY ISSUANCE
1406,50,MONTHLY ISSUANCE
71,1,MONTHLY ISSUANCE
3528,10,MONTHLY ISSUANCE
3405,36,MONTHLY ISSUANCE
6118,1,WEEKLY ISSUANCE
2382,59,MONTHLY ISSUANCE
1570,1,MONTHLY ISSUANCE
1511,51,ISSUANCE AFTER TRANSACTION
1237,9,MONTHLY ISSUANCE
3307,30,MONTHLY ISSUANCE
3378,55,MONTHLY ISSUANCE
989,19,MONTHLY ISSUANCE
3253,71,ISSUANCE AFTER TRANSACTION
1626,3,MONTHLY ISSUANCE
289,1,MONTHLY ISSUANCE
1987,54,MONTHLY ISSUANCE
817,5,MONTHLY ISSUANCE
2228,34,MONTHLY ISSUANCE
904,1,MONTHLY ISSUANCE
3824,41,MONTHLY ISSUANCE
3599,63,MONTHLY ISSUANCE
22,1,MONTHLY ISSUANCE
470,64,MONTHLY ISSUANCE
1273,37,MONTHLY ISSUANCE
237,50,MONTHLY ISSUANCE
59,43,MONTHLY ISSUANCE
572,32,MONTHLY ISSUANCE
1269,52,MONTHLY ISSUANCE
855,1,MONTHLY ISSUANCE
3183,45,MONTHLY ISSUANCE
1969,5,MONTHLY ISSUANCE
2799,54,WEEKLY ISSUANCE
1042,43,MONTHLY ISSUANCE
1158,50,MONTHLY ISSUANCE
2713,26,MONTHLY ISSUANCE
740,28,MONTHLY ISSUANCE
493,26,MONTHLY ISSUANCE
2067,76,MONTHLY ISSUANCE
3804,7,MONTHLY ISSUANCE
4259,66,MONTHLY ISSUANCE
2886,1,MONTHLY ISSUANCE
761,43,MONTHLY ISSUANCE
1918,24,MONTHLY ISSUANCE
3036,10,MONTHLY ISSUANCE
3259,1,MONTHLY ISSUANCE
4408,71,WEEKLY ISSUANCE
2009,17,MONTHLY ISSUANCE
1194,1,MONTHLY ISSUANCE
3718,63,MONTHLY ISSUANCE
3201,4,MONTHLY ISSUANCE
460,1,MONTHLY ISSUANCE
784,59,MONTHLY ISSUANCE
3714,2,WEEKLY ISSUANCE
2154,63,MONTHLY ISSUANCE
1256,38,MONTHLY ISSUANCE
1353,51,MONTHLY ISSUANCE
1820,10,MONTHLY ISSUANCE
2494,74,MONTHLY ISSUANCE
2399,1,MONTHLY ISSUANCE
343,18,MONTHLY ISSUANCE
575,38,MONTHLY ISSUANCE
900,48,MONTHLY ISSUANCE
1467,37,MONTHLY ISSUANCE
31,68,MONTHLY ISSUANCE
1375,19,MONTHLY ISSUANCE
1371,1,MONTHLY ISSUANCE
844,53,MONTHLY ISSUANCE
908,62,MONTHLY ISSUANCE
3134,48,MONTHLY ISSUANCE
2092,1,MONTHLY ISSUANCE
3747,1,MONTHLY ISSUANCE
277,32,ISSUANCE AFTER TRANSACTION
3595,30,MONTHLY ISSUANCE
2511,40,MONTHLY ISSUANCE
1388,29,MONTHLY ISSUANCE
4245,52,MONTHLY ISSUANCE
3838,3,MONTHLY ISSUANCE
543,64,MONTHLY ISSUANCE
3653,31,MONTHLY ISSUANCE
524,61,MONTHLY ISSUANCE
82,26,MONTHLY ISSUANCE
3912,2,MONTHLY ISSUANCE
1949,41,MONTHLY ISSUANCE
1865,1,MONTHLY ISSUANCE
451,11,MONTHLY ISSUANCE
50,1,MONTHLY ISSUANCE
1184,14,MONTHLY ISSUANCE
363,1,MONTHLY ISSUANCE
2454,8,MONTHLY ISSUANCE
2847,75,MONTHLY ISSUANCE
2740,14,MONTHLY ISSUANCE
1871,48,MONTHLY ISSUANCE
8405,20,MONTHLY ISSUANCE
266,47,MONTHLY ISSUANCE
1879,10,MONTHLY ISSUANCE
2259,64,MONTHLY ISSUANCE
609,63,MONTHLY ISSUANCE
9750,74,MONTHLY ISSUANCE
2375,29,MONTHLY ISSUANCE
216,38,MONTHLY ISSUANCE
56,50,MONTHLY ISSUANCE
7824,60,MONTHLY ISSUANCE
649,69,WEEKLY ISSUANCE
2996,54,MONTHLY ISSUANCE
1509,51,MONTHLY ISSUANCE
2170,1,ISSUANCE AFTER TRANSACTION
2001,75,MONTHLY ISSUANCE
2903,38,MONTHLY ISSUANCE
3717,56,MONTHLY ISSUANCE
4195,67,MONTHLY ISSUANCE
2496,51,MONTHLY ISSUANCE
9583,31,WEEKLY ISSUANCE
3636,21,MONTHLY ISSUANCE
1826,5,MONTHLY ISSUANCE
2227,31,WEEKLY ISSUANCE
2749,1,MONTHLY ISSUANCE
535,35,MONTHLY ISSUANCE
4066,72,MONTHLY ISSUANCE
2662,71,MONTHLY ISSUANCE
1053,57,MONTHLY ISSUANCE
11333,8,MONTHLY ISSUANCE
1838,68,MONTHLY ISSUANCE
3037,44,MONTHLY ISSUANCE
3372,23,MONTHLY ISSUANCE
985,32,MONTHLY ISSUANCE
6924,74,MONTHLY ISSUANCE
3484,22,MONTHLY ISSUANCE
700,20,MONTHLY ISSUANCE
3289,1,MONTHLY ISSUANCE
2638,5,MONTHLY ISSUANCE
8316,70,MONTHLY ISSUANCE
1634,77,MONTHLY ISSUANCE
4825,15,MONTHLY ISSUANCE
3650,8,MONTHLY ISSUANCE
10942,44,WEEKLY ISSUANCE
2922,16,MONTHLY ISSUANCE
693,2,MONTHLY ISSUANCE
2260,1,MONTHLY ISSUANCE
538,70,MONTHLY ISSUANCE
548,16,MONTHLY ISSUANCE
941,8,MONTHLY ISSUANCE
2155,58,MONTHLY ISSUANCE
4519,8,MONTHLY ISSUANCE
3539,42,MONTHLY ISSUANCE
6511,72,MONTHLY ISSUANCE
2569,2,MONTHLY ISSUANCE
43,36,MONTHLY ISSUANCE
1047,46,MONTHLY ISSUANCE
3479,22,MONTHLY ISSUANCE
2868,1,MONTHLY ISSUANCE
4328,72,MONTHLY ISSUANCE
5628,61,MONTHLY ISSUANCE
3160,22,MONTHLY ISSUANCE
1856,26,MONTHLY ISSUANCE
154,46,MONTHLY ISSUANCE
3030,65,MONTHLY ISSUANCE
1938,1,MONTHLY ISSUANCE
1870,10,MONTHLY ISSUANCE
3275,74,MONTHLY ISSUANCE
8492,2,MONTHLY ISSUANCE
10093,1,WEEKLY ISSUANCE
3805,9,MONTHLY ISSUANCE
200,17,MONTHLY ISSUANCE
2471,6,MONTHLY ISSUANCE
352,39,MONTHLY ISSUANCE
1291,1,MONTHLY ISSUANCE
161,28,MONTHLY ISSUANCE
711,70,MONTHLY ISSUANCE
964,26,MONTHLY ISSUANCE
1012,65,MONTHLY ISSUANCE
4276,43,MONTHLY ISSUANCE
901,60,MONTHLY ISSUANCE
7765,52,WEEKLY ISSUANCE
90,1,MONTHLY ISSUANCE
5574,13,WEEKLY ISSUANCE
741,54,MONTHLY ISSUANCE
2819,35,MONTHLY ISSUANCE
478,58,MONTHLY ISSUANCE
2615,68,MONTHLY ISSUANCE
3503,1,MONTHLY ISSUANCE
3921,18,MONTHLY ISSUANCE
662,21,MONTHLY ISSUANCE
2654,56,MONTHLY ISSUANCE
9627,65,ISSUANCE AFTER TRANSACTION
2470,16,MONTHLY ISSUANCE
427,8,MONTHLY ISSUANCE
709,19,MONTHLY ISSUANCE
629,31,MONTHLY ISSUANCE
2606,1,MONTHLY ISSUANCE
6738,62,MONTHLY ISSUANCE
2912,74,MONTHLY ISSUANCE
4995,20,WEEKLY ISSUANCE
1022,33,WEEKLY ISSUANCE
1797,24,MONTHLY ISSUANCE
3497,76,MONTHLY ISSUANCE
1848,1,MONTHLY ISSUANCE
582,12,MONTHLY ISSUANCE
3167,18,MONTHLY ISSUANCE
1579,57,MONTHLY ISSUANCE
610,74,MONTHLY ISSUANCE
3536,24,MONTHLY ISSUANCE
1017,14,MONTHLY ISSUANCE
3017,75,MONTHLY ISSUANCE
3112,38,MONTHLY ISSUANCE
1360,71,MONTHLY ISSUANCE
2747,1,MONTHLY ISSUANCE
9192,1,MONTHLY ISSUANCE
1398,62,MONTHLY ISSUANCE
1246,58,MONTHLY ISSUANCE
1592,38,MONTHLY ISSUANCE
3728,10,MONTHLY ISSUANCE
4131,5,MONTHLY ISSUANCE
377,70,MONTHLY ISSUANCE
1911,68,MONTHLY ISSUANCE
635,21,MONTHLY ISSUANCE
3625,3,MONTHLY ISSUANCE
3425,70,MONTHLY ISSUANCE
1327,65,MONTHLY ISSUANCE
8776,64,MONTHLY ISSUANCE
2798,70,MONTHLY ISSUANCE
2401,16,MONTHLY ISSUANCE
3612,70,MONTHLY ISSUANCE
4580,9,MONTHLY ISSUANCE
3226,65,MONTHLY ISSUANCE
7523,63,MONTHLY ISSUANCE
3533,74,MONTHLY ISSUANCE
422,53,WEEKLY ISSUANCE
3608,72,WEEKLY ISSUANCE
1105,55,MONTHLY ISSUANCE
2596,1,MONTHLY ISSUANCE
9006,40,WEEKLY ISSUANCE
3579,53,MONTHLY ISSUANCE
710,25,MONTHLY ISSUANCE
7546,43,MONTHLY ISSUANCE
1766,28,MONTHLY ISSUANCE
1292,3,MONTHLY ISSUANCE
3797,64,MONTHLY ISSUANCE
3478,30,MONTHLY ISSUANCE
8899,1,WEEKLY ISSUANCE
1975,19,MONTHLY ISSUANCE
3049,61,MONTHLY ISSUANCE
3730,17,MONTHLY ISSUANCE
1714,72,MONTHLY ISSUANCE
518,74,MONTHLY ISSUANCE
6321,1,MONTHLY ISSUANCE
3926,72,MONTHLY ISSUANCE
1878,52,WEEKLY ISSUANCE
3712,3,MONTHLY ISSUANCE
2030,51,MONTHLY ISSUANCE
3869,72,MONTHLY ISSUANCE
1908,20,MONTHLY ISSUANCE
3142,2,MONTHLY ISSUANCE
1301,18,MONTHLY ISSUANCE
3288,54,MONTHLY ISSUANCE
318,36,MONTHLY ISSUANCE
3336,51,MONTHLY ISSUANCE
1653,1,MONTHLY ISSUANCE
577,29,MONTHLY ISSUANCE
2960,19,MONTHLY ISSUANCE
2267,54,WEEKLY ISSUANCE
1989,48,MONTHLY ISSUANCE
1352,1,MONTHLY ISSUANCE
851,15,MONTHLY ISSUANCE
716,47,MONTHLY ISSUANCE
3555,32,MONTHLY ISSUANCE
6,51,MONTHLY ISSUANCE
1828,1,MONTHLY ISSUANCE
1333,21,MONTHLY ISSUANCE
11359,61,MONTHLY ISSUANCE
3457,54,MONTHLY ISSUANCE
2627,76,MONTHLY ISSUANCE
2025,19,MONTHLY ISSUANCE
3975,20,MONTHLY ISSUANCE
2905,74,MONTHLY ISSUANCE
3827,1,MONTHLY ISSUANCE
939,55,MONTHLY ISSUANCE
1421,71,MONTHLY ISSUANCE
1934,46,MONTHLY ISSUANCE
3878,23,MONTHLY ISSUANCE
2363,47,MONTHLY ISSUANCE
